"","Relevé.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"334",212656,"Q-P12656","Corynephorus canescens var. maritima","Corynephorus canescens","2",15
"335",212656,"Q-P12656","Crucianella maritima","Crucianella maritima","a",5
"336",212656,"Q-P12656","Daphne gnidium","Daphne gnidium","+",1
"337",212656,"Q-P12656","Eryngium maritimum","Eryngium maritimum","z",1
"338",212656,"Q-P12656","Evax pygmaea","Filago pygmaea","+",1
"339",212656,"Q-P12656","Helichrysum angustifolium","Helichrysum italicum","2",15
"340",212656,"Q-P12656","Jasione lusitanica","Jasione montana","*",1
"341",212656,"Q-P12656","Malcolmia littorea","Malcolmia littorea","+",1
"342",212656,"Q-P12656","Ornithopus pinnatus","Ornithopus pinnatus","+",1
"343",212656,"Q-P12656","Pinus pinaster","Pinus pinaster","+",1
"344",212656,"Q-P12656","Rhacomitrium canescens","Racomitrium canescens","a",5
"345",212656,"Q-P12656","Sedum arenarium","Sedum arenarium","e",15
"346",212656,"Q-P12656","Seseli tortuosum subsp. ramosissimum","Seseli tortuosum","1",5
"347",212656,"Q-P12656","Trifolium arvense","Trifolium arvense","+",1
"348",212656,"Q-P12656","Trifolium campestre","Trifolium campestre","+",1
"349",212656,"Q-P12656","Tuberaria guttata","Tuberaria guttata","1",5
"350",212656,"Q-P12656","Vulpia alopecurus","Vulpia alopecuros","+",1
"351",315005,"R-P15005","Amaranthus albus","Amaranthus albus","+",1
"352",315005,"R-P15005","Amaranthus blitum subsp. blitum","Amaranthus blitum","1",5
"353",315005,"R-P15005","Amaranthus hybridus","Amaranthus hybridus aggr.","3",37.5
"354",315005,"R-P15005","Cyperus eragrostis","Cyperus eragrostis","+",1
"355",315005,"R-P15005","Digitaria sanguinalis","Digitaria sanguinalis","1",5
"356",315005,"R-P15005","Equisetum arvense","Equisetum arvense","1",5
"357",315005,"R-P15005","Eragrostis pectinacea","Eragrostis pectinacea","+",1
"358",315005,"R-P15005","Conyza bonariensis","Erigeron bonariensis","+",1
"359",315005,"R-P15005","Apium nodiflorum","Helosciadium nodiflorum","1",5
"360",315005,"R-P15005","Kickxia elatine","Kickxia elatine","1",5
"361",315005,"R-P15005","Leersia oryzoides","Leersia oryzoides","+",1
"362",315005,"R-P15005","Lythrum salicaria","Lythrum salicaria","1",5
"363",315005,"R-P15005","Medicago arabica","Medicago arabica","+",1
"364",315005,"R-P15005","Mentha suaveolens","Mentha suaveolens","1",5
"365",315005,"R-P15005","Paspalum paspalodes","Paspalum distichum","1",5
"366",315005,"R-P15005","Polygonum hydropiper","Persicaria hydropiper","+",1
"367",315005,"R-P15005","Polygonum lapathifolium","Persicaria lapathifolia","4",62.5
"368",315005,"R-P15005","Portulaca oleracea","Portulaca oleracea","+",1
"369",315005,"R-P15005","Potentilla reptans","Potentilla reptans","1",5
"370",315005,"R-P15005","Salix purpurea subsp. lambertiana","Salix purpurea","+",1
"371",315005,"R-P15005","Setaria verticillata","Setaria verticilliformis","1",5
"372",315005,"R-P15005","Solanum morella subsp. nigrum","Solanum nigrum","2",15
"373",315005,"R-P15005","Sonchus oleraceus","Sonchus oleraceus","+",1
"374",315005,"R-P15005","Stellaria media","Stellaria media","+",1
"375",315005,"R-P15005","Verbena officinalis","Verbena officinalis","1",5
"376",315005,"R-P15005","Veronica persica","Veronica persica","+",1
"377",320908,"R-P20908","Ammophila arenaria subsp. australis","Ammophila arenaria","f",15
"378",320908,"R-P20908","Artemisia crithmifolia","Artemisia campestris","f",15
"379",320908,"R-P20908","Cistus salvifolius","Cistus salviifolius","*",1
"380",320908,"R-P20908","Corema album","Corema album","a",5
"381",320908,"R-P20908","Crucianella maritima","Crucianella maritima","a",5
"382",320908,"R-P20908","Dactylis glomerata","Dactylis glomerata","1",5
"383",320908,"R-P20908","Daphne gnidium var. maritima","Daphne gnidium","*",1
"384",320908,"R-P20908","Linaria caesia var. decumbens","Euphorbia polygalifolia","1",5
"385",320908,"R-P20908","Festuca juncifolia","Festuca juncifolia","1",5
"386",320908,"R-P20908","Lagurus ovatus","Lagurus ovatus","1",5
"387",320908,"R-P20908","Leontodon taraxacoides","Leontodon saxatilis ","1",5
"388",320908,"R-P20908","Malcolmia littorea","Malcolmia littorea","1",5
"389",320908,"R-P20908","Pinus pinaster","Pinus pinaster","y",0.1
"390",320908,"R-P20908","Vulpia alopecuros","Vulpia alopecuros","+",1
"391",320909,"R-P20909","Armeria pungens","Armeria pungens","1",5
"392",320909,"R-P20909","Artemisia crithmifolia","Artemisia campestris","2",15
"393",320909,"R-P20909","Briza media","Briza media","y",0.1
"394",320909,"R-P20909","Corema album","Corema album","3",37.5
"395",320909,"R-P20909","Crithmum maritimus","Crithmum maritimum","1",5
"396",320909,"R-P20909","Daphne gnidium var. maritima","Daphne gnidium","1",5
"397",320909,"R-P20909","Festuca juncifolia","Festuca juncifolia","1",5
"398",320909,"R-P20909","Helichrysum picardii var. virescens","Helichrysum italicum","+",1
"399",320909,"R-P20909","Iberis procumbens","Iberis procumbens","+",1
"400",320909,"R-P20909","Lagurus ovatus","Lagurus ovatus","2",15
"401",320909,"R-P20909","Leontodon taraxacoides","Leontodon saxatilis ","+",1
"402",320909,"R-P20909","Osyris alba","Osyris alba","+",1
"403",320909,"R-P20909","Pinus pinaster","Pinus pinaster","1",5
"404",320909,"R-P20909","Scolymus hispanicus","Scolymus hispanicus","y",0.1
"405",320909,"R-P20909","Scrophularia frutescens","Scrophularia canina","+",1
"406",320911,"R-P20911","Ammophila arenaria subsp. australis","Ammophila arenaria","1",5
"407",320911,"R-P20911","Armeria pungens","Armeria pungens","a",5
"408",320911,"R-P20911","Artemisia crithmifolia","Artemisia campestris","3",37.5
"409",320911,"R-P20911","Briza media","Briza media","+",1
"410",320911,"R-P20911","Corema album","Corema album","2",15
"411",320911,"R-P20911","Crucianella maritima","Crucianella maritima","3",37.5
"412",320911,"R-P20911","Dactylis glomerata","Dactylis glomerata","+",1
"413",320911,"R-P20911","Eryngium maritimum","Eryngium maritimum","+",1
"414",320911,"R-P20911","Linaria caesia var. decumbens","Euphorbia polygalifolia","+",1
"415",320911,"R-P20911","Euphorbia portlandica","Euphorbia portlandica","1",5
"416",320911,"R-P20911","Euphorbia terracina","Euphorbia terracina","a",5
"417",320911,"R-P20911","Festuca juncifolia","Festuca juncifolia","2",15
"418",320911,"R-P20911","Helichrysum picardii var. virescens","Helichrysum italicum","+",1
"419",320911,"R-P20911","Iberis procumbens","Iberis procumbens","1",5
"420",320911,"R-P20911","Lagurus ovatus","Lagurus ovatus","1",5
"421",320911,"R-P20911","Leontodon taraxacoides","Leontodon saxatilis ","1",5
"422",320911,"R-P20911","Malcolmia littorea","Malcolmia littorea","1",5
"423",320911,"R-P20911","Pancratium maritimum","Pancratium maritimum","+",1
"424",320911,"R-P20911","Scrophularia frutescens","Scrophularia canina","1",5
"425",320911,"R-P20911","Sedum album","Sedum album","2",15
"426",324335,"R-P24335","Bidens tripartita","Bidens tripartitus","1",5
"427",324335,"R-P24335","Cyperus longus","Cyperus longus","1",5
"428",324335,"R-P24335","Equisetum arvense","Equisetum arvense","1",5
"429",324335,"R-P24335","Galinsoga parviflora","Galinsoga parviflora","+",1
"430",324335,"R-P24335","Lythrum salicaria","Lythrum salicaria","1",5
"431",324335,"R-P24335","Mentha Xrotundifolia","Mentha x rotundifolia","+",1
"432",324335,"R-P24335","Polygonum lapathifolium","Persicaria lapathifolia","4",62.5
"433",324335,"R-P24335","Plantago major subsp. major","Plantago major","+",1
"434",324335,"R-P24335","Poa trivialis","Poa trivialis","1",5
"435",324335,"R-P24335","Rumex conglomeratus","Rumex conglomeratus","1",5
"436",324335,"R-P24335","Saponaria officinalis","Saponaria officinalis","+",1
"437",324336,"R-P24336","Amaranthus hybridus","Amaranthus hybridus aggr.","+",1
"438",324336,"R-P24336","Atriplex patula","Atriplex patula","+",1
"439",324336,"R-P24336","Bidens tripartita","Bidens tripartitus","2",15
"440",324336,"R-P24336","Chelidonium majus","Chelidonium majus","+",1
"441",324336,"R-P24336","Chenopodium album","Chenopodium album","1",5
"442",324336,"R-P24336","Conium maculatum","Conium maculatum","+",1
"443",324336,"R-P24336","Eragrostis virescens","Eragrostis virescens","+",1
"444",324336,"R-P24336","Galinsoga parviflora","Galinsoga parviflora","+",1
"445",324336,"R-P24336","Lactuca virosa","Lactuca serriola","+",1
"446",324336,"R-P24336","Lamium amplexicaule","Lamium amplexicaule","+",1
"447",324336,"R-P24336","Malva sylvestris","Malva sylvestris","+",1
"448",324336,"R-P24336","Polygonum persicaria","Persicaria maculosa","2",15
"449",324336,"R-P24336","Plantago major subsp. major","Plantago major","1",5
"450",324336,"R-P24336","Setaria pumila","Setaria pumila","1",5
"451",324336,"R-P24336","Solanum nigrum","Solanum nigrum","+",1
"452",324336,"R-P24336","Stellaria media","Stellaria media","+",1
"453",324336,"R-P24336","Urtica dioica","Urtica dioica","+",1
"454",418419,"S-P18419","Atriplex hastata","Atriplex prostrata","a",5
"455",418419,"S-P18419","Bidens tripartita","Bidens tripartitus","f",15
"456",418419,"S-P18419","Galeopsis tetrahit","Galeopsis tetrahit","a",5
"457",418419,"S-P18419","Geranium robertianum","Geranium robertianum","1",5
"458",418419,"S-P18419","Gnaphalium uliginosum","Gnaphalium uliginosum","+",1
"459",418419,"S-P18419","Lapsana communis","Lapsana communis","2",15
"460",418419,"S-P18419","Polygonum hydropiper","Persicaria hydropiper","2",15
"461",418419,"S-P18419","Polygonum persicaria","Persicaria maculosa","2",15
"462",418419,"S-P18419","Plantago major","Plantago major","+",1
"463",418419,"S-P18419","Polygonum aviculare","Polygonum aviculare","+",1
"464",418419,"S-P18419","Potentilla reptans","Potentilla reptans","+",1
"465",418419,"S-P18419","Ranunculus repens","Ranunculus repens","+",1
"466",418419,"S-P18419","Solanum nigrum","Solanum nigrum","1",5
"467",418419,"S-P18419","Urtica dioica","Urtica dioica","3",37.5
"468",421313,"S-P21313","Ammophila arenaria subsp. australis","Ammophila arenaria","f",15
"469",421313,"S-P21313","Artemisia crithmifolia","Artemisia campestris","3",37.5
"470",421313,"S-P21313","Calystegia soldanella","Calystegia soldanella","+",1
"471",421313,"S-P21313","Crucianella maritima","Crucianella maritima","a",5
"472",421313,"S-P21313","Eryngium maritimum","Eryngium maritimum","1",5
"473",421313,"S-P21313","Festuca junczfolia","Festuca juncifolia","a",5
"474",421313,"S-P21313","Leontodon taraxacoides","Leontodon saxatilis ","+",1
"475",421313,"S-P21313","Linaria polygalifolia","Linaria polygalifolia","+",1
"476",421313,"S-P21313","Malcolmia littorea","Malcolmia littorea","1",5
"477",421313,"S-P21313","Pancratium maritimum","Pancratium maritimum","+",1
"478",421313,"S-P21313","Scrophularia frutescens","Scrophularia canina","*",1
"479",421314,"S-P21314","Ammophila arenaria subsp. australis","Ammophila arenaria","1",5
"480",421314,"S-P21314","Artemisia crithmifolia","Artemisia campestris","f",15
"481",421314,"S-P21314","Calystegia soldanella","Calystegia soldanella","1",5
"482",421314,"S-P21314","Cistus salvifolius","Cistus salviifolius","*",1
"483",421314,"S-P21314","Crucianella maritima","Crucianella maritima","a",5
"484",421314,"S-P21314","Eryngium maritimum","Eryngium maritimum","+",1
"485",421314,"S-P21314","Euphorbia terracina","Euphorbia terracina","1",5
"486",421314,"S-P21314","Festuca junczfolia","Festuca juncifolia","3",37.5
"487",421314,"S-P21314","Helichrysum picardii","Helichrysum italicum","f",15
"488",421314,"S-P21314","Lagurus ovatus","Lagurus ovatus","+",1
"489",421314,"S-P21314","Leontodon taraxacoides","Leontodon saxatilis ","1",5
"490",421314,"S-P21314","Linaria polygalifolia","Linaria polygalifolia","a",5
"491",421314,"S-P21314","Malcolmia littorea","Malcolmia littorea","1",5
"492",421314,"S-P21314","Pancratium maritimum","Pancratium maritimum","y",0.1
"493",421314,"S-P21314","Scrophularia frutescens","Scrophularia canina","+",1
"494",421314,"S-P21314","Sedum arenarium","Sedum arenarium","+",1
"495",421314,"S-P21314","Seseli tortuosum","Seseli tortuosum","y",0.1
"496",421314,"S-P21314","Aetheorhiza bulbosa","Sonchus bulbosus","+",1
"497",421314,"S-P21314","Vulpia alopecuros","Vulpia alopecuros","+",1
"498",421315,"S-P21315","Ammophila arenaria subsp. australis","Ammophila arenaria","f",15
"499",421315,"S-P21315","Artemisia crithmifolia","Artemisia campestris","f",15
"500",421315,"S-P21315","Corema album","Corema album","a",5
"501",421315,"S-P21315","Crucianella maritima","Crucianella maritima","a",5
"502",421315,"S-P21315","Dactylis glomerata","Dactylis glomerata","1",5
"503",421315,"S-P21315","Daphne gnidium var. maritima","Daphne gnidium","*",1
"504",421315,"S-P21315","Festuca junczfolia","Festuca juncifolia","1",5
"505",421315,"S-P21315","Lagurus ovatus","Lagurus ovatus","1",5
"506",421315,"S-P21315","Leontodon taraxacoides","Leontodon saxatilis ","1",5
"507",421315,"S-P21315","Linaria polygalifolia","Linaria polygalifolia","1",5
"508",421315,"S-P21315","Malcolmia littorea","Malcolmia littorea","1",5
"509",421315,"S-P21315","Pinus pinaster","Pinus pinaster","y",0.1
"510",421316,"S-P21316","Armeria pungens","Armeria pungens","1",5
"511",421316,"S-P21316","Artemisia crithmifolia","Artemisia campestris","2",15
"512",421316,"S-P21316","Briza media","Briza media","y",0.1
"513",421316,"S-P21316","Corema album","Corema album","3",37.5
"514",421316,"S-P21316","Crithmum maritimum","Crithmum maritimum","1",5
"515",421316,"S-P21316","Daphne gnidium var. maritima","Daphne gnidium","1",5
"516",421316,"S-P21316","Festuca junczfolia","Festuca juncifolia","1",5
"517",421316,"S-P21316","Helichrysum picardii","Helichrysum italicum","+",1
"518",421316,"S-P21316","Iberis procumbens","Iberis procumbens","+",1
"519",421316,"S-P21316","Lagurus ovatus","Lagurus ovatus","2",15
"520",421316,"S-P21316","Leontodon taraxacoides","Leontodon saxatilis ","+",1
"521",421316,"S-P21316","Osyris alba","Osyris alba","+",1
"522",421316,"S-P21316","Pinus pinaster","Pinus pinaster","1",5
"523",421316,"S-P21316","Scolymus hispanicus","Scolymus hispanicus","y",0.1
"524",421316,"S-P21316","Scrophularia frutescens","Scrophularia canina","+",1
"525",421317,"S-P21317","Ammophila arenaria subsp. australis","Ammophila arenaria","1",5
"526",421317,"S-P21317","Armeria pungens","Armeria pungens","a",5
"527",421317,"S-P21317","Artemisia crithmifolia","Artemisia campestris","3",37.5
"528",421317,"S-P21317","Briza media","Briza media","+",1
"529",421317,"S-P21317","Corema album","Corema album","2",15
"530",421317,"S-P21317","Crucianella maritima","Crucianella maritima","3",37.5
"531",421317,"S-P21317","Dactylis glomerata","Dactylis glomerata","+",1
"532",421317,"S-P21317","Eryngium maritimum","Eryngium maritimum","+",1
"533",421317,"S-P21317","Euphorbia portlandica","Euphorbia portlandica","1",5
"534",421317,"S-P21317","Festuca junczfolia","Festuca juncifolia","2",15
"535",421317,"S-P21317","Helichrysum picardii","Helichrysum italicum","+",1
"536",421317,"S-P21317","Iberis procumbens","Iberis procumbens","1",5
"537",421317,"S-P21317","Lagurus ovatus","Lagurus ovatus","1",5
"538",421317,"S-P21317","Leontodon taraxacoides","Leontodon saxatilis ","1",5
"539",421317,"S-P21317","Linaria polygalifolia","Linaria polygalifolia","+",1
"540",421317,"S-P21317","Malcolmia littorea","Malcolmia littorea","1",5
"541",421317,"S-P21317","Pancratium maritimum","Pancratium maritimum","+",1
"542",421317,"S-P21317","Scrophularia frutescens","Scrophularia canina","1",5
"543",421317,"S-P21317","Sedum album","Sedum album","2",15
"544",507838,"T-P07838","Alisma lanceolatum","Alisma lanceolatum","+",1
"545",507838,"T-P07838","Atriplex prostrata","Atriplex prostrata","+",1
"546",507838,"T-P07838","Lythrum salicaria","Lythrum salicaria","+",1
"547",507838,"T-P07838","Paspalum paspalodes","Paspalum distichum","5",87.5
"548",507838,"T-P07838","Rorippa sylvestris","Rorippa sylvestris","+",1
"549",507838,"T-P07838","Scirpus lacustris","Schoenoplectus lacustris","+",1
"550",507838,"T-P07838","Xanthium strumarium","Xanthium strumarium","1",5
"551",507841,"T-P07841","Cyperus longus","Cyperus longus","+",1
"552",507841,"T-P07841","Eleocharis palustris","Eleocharis palustris","2",15
"553",507841,"T-P07841","Leersia oryzoides","Leersia oryzoides","+",1
"554",507841,"T-P07841","Lythrum salicaria","Lythrum salicaria","+",1
"555",507841,"T-P07841","Paspalum paspalodes","Paspalum distichum","4",62.5
"556",507841,"T-P07841","Polygonum persicaria","Persicaria maculosa","1",5
"557",507841,"T-P07841","Plantago major","Plantago major","+",1
"558",507841,"T-P07841","Poa trivialis","Poa trivialis","+",1
"559",507841,"T-P07841","Rorippa sylvestris","Rorippa sylvestris","1",5
"560",507841,"T-P07841","Rumex obtusifolius","Rumex obtusifolius","+",1
"561",507841,"T-P07841","Sonchus asper","Sonchus asper","+",1
"562",507841,"T-P07841","Verbena officinalis","Verbena officinalis","+",1
"563",507841,"T-P07841","Xanthium strumarium","Xanthium strumarium","1",5
"564",507850,"T-P07850","Althaea officinalis","Althaea officinalis","+",1
"565",507850,"T-P07850","Cyperus longus","Cyperus longus","2",15
"566",507850,"T-P07850","Juncus articulatus","Juncus articulatus","+",1
"567",507850,"T-P07850","Mentha pulegium","Mentha pulegium","1",5
"568",507850,"T-P07850","Poa annua","Ochlopoa annua","+",1
"569",507850,"T-P07850","Paspalum paspalodes","Paspalum distichum","5",87.5
"570",507850,"T-P07850","Polygonum lapathifolium","Persicaria lapathifolia","1",5
"571",507850,"T-P07850","Polypogon monspeliensis","Polypogon monspeliensis","+",1
"572",507850,"T-P07850","Rorippa sylvestris","Rorippa sylvestris","2",15
"573",507850,"T-P07850","Samolus valerandi","Samolus valerandi","+",1
"574",507850,"T-P07850","Stachys palustris","Stachys palustris","+",1
"575",507850,"T-P07850","Verbena officinalis","Verbena officinalis","+",1
"576",507851,"T-P07851","Bidens tripartita","Bidens tripartitus","+",1
"577",507851,"T-P07851","Cyperus longus","Cyperus longus","1",5
"578",507851,"T-P07851","Eleocharis palustris","Eleocharis palustris","+",1
"579",507851,"T-P07851","Paspalum paspalodes","Paspalum distichum","4",62.5
"580",507851,"T-P07851","Polygonum lapathifolium","Persicaria lapathifolia","+",1
"581",507851,"T-P07851","Polypogon viridis","Polypogon viridis","+",1
"582",507851,"T-P07851","Rorippa sylvestris","Rorippa sylvestris","2",15
"583",507851,"T-P07851","Rumex obtusifolius","Rumex obtusifolius","+",1
"584",507851,"T-P07851","Xanthium strumarium","Xanthium strumarium","z",1
"585",507852,"T-P07852","Agrostis stolonifera","Agrostis stolonifera","+",1
"586",507852,"T-P07852","Cyperus longus","Cyperus longus","+",1
"587",507852,"T-P07852","Lythrum salicaria","Lythrum salicaria","+",1
"588",507852,"T-P07852","Paspalum paspalodes","Paspalum distichum","5",87.5
"589",507852,"T-P07852","Polygonum lapathifolium","Persicaria lapathifolia","1",5
"590",507852,"T-P07852","Scirpus lacustris","Schoenoplectus lacustris","+",1
"591",507852,"T-P07852","Xanthium strumarium","Xanthium strumarium","+",1
"592",507855,"T-P07855","Bidens tripartita","Bidens tripartitus","1",5
"593",507855,"T-P07855","Cyperus longus","Cyperus longus","1",5
"594",507855,"T-P07855","Eleocharis palustris","Eleocharis palustris","1",5
"595",507855,"T-P07855","Picris echioides","Helminthotheca echioides","+",1
"596",507855,"T-P07855","Kickxia integrifolia","Kickxia spuria","+",1
"597",507855,"T-P07855","Lycopus europaeus","Lycopus europaeus","+",1
"598",507855,"T-P07855","Lysimachia vulgaris","Lysimachia vulgaris","1",5
"599",507855,"T-P07855","Lythrum salicaria","Lythrum salicaria","2",15
"600",507855,"T-P07855","Paspalum paspalodes","Paspalum distichum","5",87.5
"601",507855,"T-P07855","Polygonum lapathifolium","Persicaria lapathifolia","1",5
"602",507855,"T-P07855","Rumex crispus","Rumex crispus","1",5
"603",507855,"T-P07855","Scirpus lacustris","Schoenoplectus lacustris","2",15
"604",507855,"T-P07855","Xanthium strumarium","Xanthium strumarium","+",1
"605",507856,"T-P07856","Cyperus longus","Cyperus longus","1",5
"606",507856,"T-P07856","Eleocharis palustris","Eleocharis palustris","3",37.5
"607",507856,"T-P07856","Eupatorium cannabinum","Eupatorium cannabinum","+",1
"608",507856,"T-P07856","Lycopus europaeus","Lycopus europaeus","1",5
"609",507856,"T-P07856","Lythrum salicaria","Lythrum salicaria","1",5
"610",507856,"T-P07856","Paspalum paspalodes","Paspalum distichum","5",87.5
"611",507856,"T-P07856","Polygonum lapathifolium","Persicaria lapathifolia","1",5
"612",507856,"T-P07856","Pulicaria dysenterica","Pulicaria dysenterica","+",1
"613",507856,"T-P07856","Rumex crispus","Rumex crispus","+",1
"614",507856,"T-P07856","Salix lambertiana","Salix purpurea","+",1
"615",507856,"T-P07856","Scirpus lacustris","Schoenoplectus lacustris","1",5
"616",507856,"T-P07856","Sonchus oleraceus","Sonchus oleraceus","+",1
"617",507857,"T-P07857","Apium nodiflorum","Helosciadium nodiflorum","+",1
"618",507857,"T-P07857","Leersia oryzoides","Leersia oryzoides","+",1
"619",507857,"T-P07857","Lythrum salicaria","Lythrum salicaria","1",5
"620",507857,"T-P07857","Paspalum paspalodes","Paspalum distichum","5",87.5
"621",507857,"T-P07857","Polygonum lapathifolium","Persicaria lapathifolia","+",1
"622",507857,"T-P07857","Potamogeton fluitans","Potamogeton nodosus","+",1
"623",507857,"T-P07857","Scirpus lacustris","Schoenoplectus lacustris","+",1
"624",507858,"T-P07858","Alisma lanceolatum","Alisma lanceolatum","1",5
"625",507858,"T-P07858","Cyperus longus","Cyperus longus","+",1
"626",507858,"T-P07858","Leersia oryzoides","Leersia oryzoides","+",1
"627",507858,"T-P07858","Paspalum paspalodes","Paspalum distichum","5",87.5
"628",507858,"T-P07858","Polygonum lapathifolium","Persicaria lapathifolia","1",5
"629",507858,"T-P07858","Rumex obtusifolius","Rumex obtusifolius","+",1
"630",507858,"T-P07858","Scirpus lacustris","Schoenoplectus lacustris","+",1
"631",507859,"T-P07859","Juncus articulatus","Juncus articulatus","+",1
"632",507859,"T-P07859","Lotus glaber","Lotus tenuis","1",5
"633",507859,"T-P07859","Lythrum salicaria","Lythrum salicaria","+",1
"634",507859,"T-P07859","Paspalum paspalodes","Paspalum distichum","5",87.5
"635",507859,"T-P07859","Polygonum pallidum","Persicaria lapathifolia","2",15
"636",507859,"T-P07859","Potentilla reptans","Potentilla reptans","1",5
"637",507859,"T-P07859","Scirpus lacustris","Schoenoplectus lacustris","+",1
"638",507860,"T-P07860","Amaranthus sylvestris","Amaranthus graecizans","+",1
"639",507860,"T-P07860","Cyperus longus","Cyperus longus","1",5
"640",507860,"T-P07860","Epilobium parviflorum","Epilobium parviflorum","+",1
"641",507860,"T-P07860","Apium nodiflorum","Helosciadium nodiflorum","+",1
"642",507860,"T-P07860","Lycopus europaeus","Lycopus europaeus","+",1
"643",507860,"T-P07860","Paspalum paspalodes","Paspalum distichum","5",87.5
"644",507860,"T-P07860","Polygonum brittingeri","Persicaria lapathifolia","2",15
"645",507860,"T-P07860","Polygonum persicaria","Persicaria maculosa","+",1
"646",507860,"T-P07860","Polygonum aviculare","Polygonum aviculare","+",1
"647",507860,"T-P07860","Rumex obtusifolius","Rumex obtusifolius","+",1
"648",507860,"T-P07860","Scrophularia balbisii","Scrophularia auriculata","+",1
"649",507860,"T-P07860","Sinapis arvensis","Sinapis arvensis","+",1
"650",518089,"T-P18089","Bidens tripartita","Bidens tripartitus","3",37.5
"651",518089,"T-P18089","Campanula lusitanica","Campanula lusitanica","+",1
"652",518089,"T-P18089","Gnaphalium uliginosum","Gnaphalium uliginosum","+",1
"653",518089,"T-P18089","Polygonum persicaria","Persicaria maculosa","+",1
"654",518089,"T-P18089","Spergularia rubra","Spergularia rubra","1",5
"655",612293,"U-P12293","Agrostis stolonifera","Agrostis stolonifera","1",5
"656",612293,"U-P12293","Bidens frondosa","Bidens frondosus","3",37.5
"657",612293,"U-P12293","Cuscuta campestris","Cuscuta campestris","1",5
"658",612293,"U-P12293","Chenopodium ambrosioides","Dysphania ambrosioides","+",1
"659",612293,"U-P12293","Galium palustre","Galium palustre","1",5
"660",612293,"U-P12293","Apium nodiflorum","Helosciadium nodiflorum","2",15
"661",612293,"U-P12293","Lotus pedunculatus","Lotus pedunculatus","+",1
"662",612293,"U-P12293","Lythrum salicaria","Lythrum salicaria","1",5
"663",612293,"U-P12293","Mentha pulegium","Mentha pulegium","1",5
"664",612293,"U-P12293","Oenanthe crocata","Oenanthe crocata","1",5
"665",612293,"U-P12293","Panicum dichotomiflorum","Panicum dichotomiflorum","+",1
"666",612293,"U-P12293","Persicaria hydropiper","Persicaria hydropiper","4",62.5
"667",612293,"U-P12293","Plantago lanceolata","Plantago lanceolata","1",5
"668",612293,"U-P12293","Potentilla reptans","Potentilla reptans","+",1
"669",612293,"U-P12293","Rumex pulcher","Rumex pulcher","+",1
"670",612293,"U-P12293","Setaria faberi","Setaria faberi","+",1
"671",612293,"U-P12293","Setaria pumila","Setaria pumila","+",1
