"","Relevé.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"672",612293,"U-P12293","Aster squamatus","Symphyotrichum squamatum","y",0.1
"673",612293,"U-P12293","Xanthium italicum","Xanthium orientale","4",62.5
"674",612294,"U-P12294","Agrostis stolonifera","Agrostis stolonifera","+",1
"675",612294,"U-P12294","Bidens frondosa","Bidens frondosus","4",62.5
"676",612294,"U-P12294","Chamaemelum mixtum","Cladanthus mixtus","1",5
"677",612294,"U-P12294","Cuscuta campestris","Cuscuta campestris","1",5
"678",612294,"U-P12294","Cyperus longus","Cyperus longus","1",5
"679",612294,"U-P12294","Galium palustre","Galium palustre","1",5
"680",612294,"U-P12294","Lycopus europaeus","Lycopus europaeus","+",1
"681",612294,"U-P12294","Lythrum salicaria","Lythrum salicaria","+",1
"682",612294,"U-P12294","Mentha aquatica","Mentha aquatica","+",1
"683",612294,"U-P12294","Mentha pulegium","Mentha pulegium","+",1
"684",612294,"U-P12294","Oenanthe crocata","Oenanthe crocata","+",1
"685",612294,"U-P12294","Panicum repens","Panicum repens","1",5
"686",612294,"U-P12294","Persicaria hydropiper","Persicaria hydropiper","2",15
"687",612294,"U-P12294","Plantago lanceolata","Plantago lanceolata","+",1
"688",612294,"U-P12294","Polypogon viridis","Polypogon viridis","+",1
"689",612294,"U-P12294","Rumex obtusifolius","Rumex obtusifolius","+",1
"690",612294,"U-P12294","Rumex pulcher","Rumex pulcher","+",1
"691",612294,"U-P12294","Setaria pumila","Setaria pumila","+",1
"692",612294,"U-P12294","Xanthium italicum","Xanthium orientale","3",37.5
"693",612295,"U-P12295","Agrostis stolonifera","Agrostis stolonifera","2",15
"694",612295,"U-P12295","Bidens frondosa","Bidens frondosus","1",5
"695",612295,"U-P12295","Cuscuta campestris","Cuscuta campestris","3",37.5
"696",612295,"U-P12295","Cyperus longus","Cyperus longus","+",1
"697",612295,"U-P12295","Equisetum arvense","Equisetum arvense","+",1
"698",612295,"U-P12295","Leersia oryzoides","Leersia oryzoides","1",5
"699",612295,"U-P12295","Lythrum salicaria","Lythrum salicaria","+",1
"700",612295,"U-P12295","Persicaria hydropiper","Persicaria hydropiper","3",37.5
"701",612295,"U-P12295","Phalaris arundinacea","Phalaroides arundinacea","2",15
"702",612295,"U-P12295","Plantago lanceolata","Plantago lanceolata","+",1
"703",612295,"U-P12295","Rubus caesius","Rubus caesius","2",15
"704",612295,"U-P12295","Xanthium italicum","Xanthium orientale","5",87.5
"705",612296,"U-P12296","Bidens frondosa","Bidens frondosus","4",62.5
"706",612296,"U-P12296","Calystegia sepium","Calystegia sepium","1",5
"707",612296,"U-P12296","Chamaemelum mixtum","Cladanthus mixtus","+",1
"708",612296,"U-P12296","Cuscuta campestris","Cuscuta campestris","+",1
"709",612296,"U-P12296","Cyperus eragrostis","Cyperus eragrostis","1",5
"710",612296,"U-P12296","Chenopodium ambrosioides","Dysphania ambrosioides","+",1
"711",612296,"U-P12296","Equisetum arvense","Equisetum arvense","+",1
"712",612296,"U-P12296","Galinsoga ciliata","Galinsoga quadriradiata","+",1
"713",612296,"U-P12296","Apium nodiflorum","Helosciadium nodiflorum","1",5
"714",612296,"U-P12296","Holcus lanatus","Holcus lanatus","1",5
"715",612296,"U-P12296","Lycopus europaeus","Lycopus europaeus","2",15
"716",612296,"U-P12296","Lysimachia vulgaris","Lysimachia vulgaris","+",1
"717",612296,"U-P12296","Lythrum salicaria","Lythrum salicaria","1",5
"718",612296,"U-P12296","Mentha pulegium","Mentha pulegium","+",1
"719",612296,"U-P12296","Persicaria hydropiper","Persicaria hydropiper","3",37.5
"720",612296,"U-P12296","Phalaris arundinacea","Phalaroides arundinacea","1",5
"721",612296,"U-P12296","Plantago lanceolata","Plantago lanceolata","+",1
"722",612296,"U-P12296","Rumex obtusifolius","Rumex obtusifolius","1",5
"723",612296,"U-P12296","Solanum sublobatum","Solanum chenopodioides","+",1
"724",612296,"U-P12296","Xanthium italicum","Xanthium orientale","4",62.5
"725",612297,"U-P12297","Agrostis stolonifera","Agrostis stolonifera","1",5
"726",612297,"U-P12297","Bidens frondosa","Bidens frondosus","4",62.5
"727",612297,"U-P12297","Cuscuta campestris","Cuscuta campestris","2",15
"728",612297,"U-P12297","Chenopodium ambrosioides","Dysphania ambrosioides","+",1
"729",612297,"U-P12297","Galinsoga ciliata","Galinsoga quadriradiata","+",1
"730",612297,"U-P12297","Apium nodiflorum","Helosciadium nodiflorum","3",37.5
"731",612297,"U-P12297","Holcus lanatus","Holcus lanatus","+",1
"732",612297,"U-P12297","Lycopus europaeus","Lycopus europaeus","+",1
"733",612297,"U-P12297","Lythrum salicaria","Lythrum salicaria","1",5
"734",612297,"U-P12297","Paspalum paspalodes","Paspalum distichum","1",5
"735",612297,"U-P12297","Persicaria hydropiper","Persicaria hydropiper","2",15
"736",612297,"U-P12297","Phalaris arundinacea","Phalaroides arundinacea","+",1
"737",612297,"U-P12297","Polypogon viridis","Polypogon viridis","+",1
"738",612297,"U-P12297","Rumex obtusifolius","Rumex obtusifolius","+",1
"739",612297,"U-P12297","Rumex pulcher","Rumex pulcher","+",1
"740",612297,"U-P12297","Salix salviifolia","Salix salviifolia","+",1
"741",612297,"U-P12297","Xanthium italicum","Xanthium orientale","5",87.5
"742",612298,"U-P12298","Bidens frondosa","Bidens frondosus","5",87.5
"743",612298,"U-P12298","Calystegia sepium","Calystegia sepium","+",1
"744",612298,"U-P12298","Chamaemelum mixtum","Cladanthus mixtus","y",0.1
"745",612298,"U-P12298","Coleostephus myconis","Coleostephus myconis","+",1
"746",612298,"U-P12298","Cuscuta campestris","Cuscuta campestris","1",5
"747",612298,"U-P12298","Cyperus eragrostis","Cyperus eragrostis","+",1
"748",612298,"U-P12298","Chenopodium ambrosioides","Dysphania ambrosioides","1",5
"749",612298,"U-P12298","Echium rosulatum","Echium rosulatum","+",1
"750",612298,"U-P12298","Elymus caninus","Elymus caninus","+",1
"751",612298,"U-P12298","Apium nodiflorum","Helosciadium nodiflorum","1",5
"752",612298,"U-P12298","Lycopus europaeus","Lycopus europaeus","+",1
"753",612298,"U-P12298","Lythrum salicaria","Lythrum salicaria","1",5
"754",612298,"U-P12298","Mentha pulegium","Mentha pulegium","+",1
"755",612298,"U-P12298","Mentha suaveolens","Mentha suaveolens","+",1
"756",612298,"U-P12298","Paspalum paspalodes","Paspalum distichum","1",5
"757",612298,"U-P12298","Persicaria hydropiper","Persicaria hydropiper","3",37.5
"758",612298,"U-P12298","Persicaria maculosa","Persicaria maculosa","+",1
"759",612298,"U-P12298","Phalaris arundinacea","Phalaroides arundinacea","1",5
"760",612298,"U-P12298","Plantago lanceolata","Plantago lanceolata","+",1
"761",612298,"U-P12298","Rumex obtusifolius","Rumex obtusifolius","+",1
"762",612298,"U-P12298","Setaria faberi","Setaria faberi","+",1
"763",612298,"U-P12298","Setaria pumila","Setaria pumila","+",1
"764",612298,"U-P12298","Veronica beccabunga","Veronica beccabunga","+",1
"765",612298,"U-P12298","Xanthium italicum","Xanthium orientale","3",37.5
"766",612299,"U-P12299","Bidens frondosa","Bidens frondosus","4",62.5
"767",612299,"U-P12299","Calystegia sepium","Calystegia sepium","+",1
"768",612299,"U-P12299","Chamaemelum mixtum","Cladanthus mixtus","+",1
"769",612299,"U-P12299","Coleostephus myconis","Coleostephus myconis","+",1
"770",612299,"U-P12299","Cuscuta campestris","Cuscuta campestris","1",5
"771",612299,"U-P12299","Cyperus eragrostis","Cyperus eragrostis","1",5
"772",612299,"U-P12299","Chenopodium ambrosioides","Dysphania ambrosioides","1",5
"773",612299,"U-P12299","Galinsoga ciliata","Galinsoga quadriradiata","+",1
"774",612299,"U-P12299","Apium nodiflorum","Helosciadium nodiflorum","3",37.5
"775",612299,"U-P12299","Leersia oryzoides","Leersia oryzoides","1",5
"776",612299,"U-P12299","Lycopus europaeus","Lycopus europaeus","+",1
"777",612299,"U-P12299","Lythrum salicaria","Lythrum salicaria","2",15
"778",612299,"U-P12299","Paspalum paspalodes","Paspalum distichum","1",5
"779",612299,"U-P12299","Persicaria hydropiper","Persicaria hydropiper","3",37.5
"780",612299,"U-P12299","Persicaria maculosa","Persicaria maculosa","+",1
"781",612299,"U-P12299","Phalaris arundinacea","Phalaroides arundinacea","1",5
"782",612299,"U-P12299","Rumex obtusifolius","Rumex obtusifolius","+",1
"783",612299,"U-P12299","Veronica beccabunga","Veronica beccabunga","+",1
"784",612299,"U-P12299","Xanthium italicum","Xanthium orientale","2",15
"785",612300,"U-P12300","Agrostis stolonifera","Agrostis stolonifera","+",1
"786",612300,"U-P12300","Bidens frondosa","Bidens frondosus","5",87.5
"787",612300,"U-P12300","Calystegia sepium","Calystegia sepium","+",1
"788",612300,"U-P12300","Chamaemelum mixtum","Cladanthus mixtus","+",1
"789",612300,"U-P12300","Cuscuta campestris","Cuscuta campestris","1",5
"790",612300,"U-P12300","Cyperus eragrostis","Cyperus eragrostis","1",5
"791",612300,"U-P12300","Chenopodium ambrosioides","Dysphania ambrosioides","2",15
"792",612300,"U-P12300","Eupatorium cannabinum","Eupatorium cannabinum","+",1
"793",612300,"U-P12300","Galium palustre","Galium palustre","+",1
"794",612300,"U-P12300","Apium nodiflorum","Helosciadium nodiflorum","1",5
"795",612300,"U-P12300","Leersia oryzoides","Leersia oryzoides","+",1
"796",612300,"U-P12300","Lotus pedunculatus","Lotus pedunculatus","+",1
"797",612300,"U-P12300","Lycopus europaeus","Lycopus europaeus","1",5
"798",612300,"U-P12300","Lythrum salicaria","Lythrum salicaria","1",5
"799",612300,"U-P12300","Mentha aquatica","Mentha aquatica","1",5
"800",612300,"U-P12300","Mentha pulegium","Mentha pulegium","+",1
"801",612300,"U-P12300","Persicaria hydropiper","Persicaria hydropiper","3",37.5
"802",612300,"U-P12300","Persicaria maculosa","Persicaria maculosa","1",5
"803",612300,"U-P12300","Phalaris arundinacea","Phalaroides arundinacea","+",1
"804",612300,"U-P12300","Polypogon viridis","Polypogon viridis","+",1
"805",612300,"U-P12300","Setaria faberi","Setaria faberi","+",1
"806",612300,"U-P12300","Setaria pumila","Setaria pumila","y",0.1
"807",612300,"U-P12300","Aster squamatus","Symphyotrichum squamatum","+",1
"808",612300,"U-P12300","Xanthium italicum","Xanthium orientale","2",15
"809",612301,"U-P12301","Agrostis stolonifera","Agrostis stolonifera","+",1
"810",612301,"U-P12301","Bidens frondosa","Bidens frondosus","3",37.5
"811",612301,"U-P12301","Cyperus eragrostis","Cyperus eragrostis","1",5
"812",612301,"U-P12301","Chenopodium ambrosioides","Dysphania ambrosioides","1",5
"813",612301,"U-P12301","Eupatorium cannabinum","Eupatorium cannabinum","+",1
"814",612301,"U-P12301","Galinsoga ciliata","Galinsoga quadriradiata","+",1
"815",612301,"U-P12301","Apium nodiflorum","Helosciadium nodiflorum","2",15
"816",612301,"U-P12301","Holcus lanatus","Holcus lanatus","+",1
"817",612301,"U-P12301","Lycopus europaeus","Lycopus europaeus","1",5
"818",612301,"U-P12301","Lythrum salicaria","Lythrum salicaria","1",5
"819",612301,"U-P12301","Mentha pulegium","Mentha pulegium","2",15
"820",612301,"U-P12301","Mentha suaveolens","Mentha suaveolens","+",1
"821",612301,"U-P12301","Paspalum paspalodes","Paspalum distichum","+",1
"822",612301,"U-P12301","Persicaria hydropiper","Persicaria hydropiper","4",62.5
"823",612301,"U-P12301","Phalaris arundinacea","Phalaroides arundinacea","1",5
"824",612301,"U-P12301","Polypogon viridis","Polypogon viridis","+",1
"825",612301,"U-P12301","Rumex pulcher","Rumex pulcher","+",1
"826",612301,"U-P12301","Scrophularia balbisii","Scrophularia auriculata","1",5
"827",612301,"U-P12301","Setaria pumila","Setaria pumila","1",5
"828",612301,"U-P12301","Solanum sublobatum","Solanum chenopodioides","+",1
"829",612301,"U-P12301","Solanum dulcamara","Solanum dulcamara","+",1
"830",612301,"U-P12301","Aster squamatus","Symphyotrichum squamatum","+",1
"831",612301,"U-P12301","Veronica beccabunga","Veronica beccabunga","+",1
"832",612301,"U-P12301","Xanthium italicum","Xanthium orientale","2",15
"833",612302,"U-P12302","Agrostis stolonifera","Agrostis stolonifera","1",5
"834",612302,"U-P12302","Bidens frondosa","Bidens frondosus","5",87.5
"835",612302,"U-P12302","Calystegia sepium","Calystegia sepium","1",5
"836",612302,"U-P12302","Chamaemelum mixtum","Cladanthus mixtus","+",1
"837",612302,"U-P12302","Cyperus eragrostis","Cyperus eragrostis","1",5
"838",612302,"U-P12302","Chenopodium ambrosioides","Dysphania ambrosioides","3",37.5
"839",612302,"U-P12302","Echium rosulatum","Echium rosulatum","+",1
"840",612302,"U-P12302","Apium nodiflorum","Helosciadium nodiflorum","1",5
"841",612302,"U-P12302","Lycopus europaeus","Lycopus europaeus","1",5
"842",612302,"U-P12302","Lysimachia vulgaris","Lysimachia vulgaris","+",1
"843",612302,"U-P12302","Lythrum salicaria","Lythrum salicaria","2",15
"844",612302,"U-P12302","Melilotus albus","Melilotus albus","+",1
"845",612302,"U-P12302","Mentha aquatica","Mentha aquatica","2",15
"846",612302,"U-P12302","Mentha pulegium","Mentha pulegium","1",5
"847",612302,"U-P12302","Persicaria hydropiper","Persicaria hydropiper","1",5
"848",612302,"U-P12302","Phalaris arundinacea","Phalaroides arundinacea","1",5
"849",612302,"U-P12302","Plantago major","Plantago major","+",1
"850",612302,"U-P12302","Rorippa palustris","Rorippa palustris","y",0.1
"851",612302,"U-P12302","Rumex obtusifolius","Rumex obtusifolius","+",1
"852",612302,"U-P12302","Scutellaria galericulata","Scutellaria galericulata","+",1
"853",612302,"U-P12302","Setaria parviflora","Setaria parviflora","+",1
"854",612302,"U-P12302","Veronica beccabunga","Veronica beccabunga","+",1
"855",612302,"U-P12302","Xanthium italicum","Xanthium orientale","3",37.5
"856",612303,"U-P12303","Agrostis stolonifera","Agrostis stolonifera","+",1
"857",612303,"U-P12303","Bidens frondosa","Bidens frondosus","5",87.5
"858",612303,"U-P12303","Calystegia sepium","Calystegia sepium","+",1
"859",612303,"U-P12303","Cyperus eragrostis","Cyperus eragrostis","1",5
"860",612303,"U-P12303","Digitaria sanguinalis","Digitaria sanguinalis","+",1
"861",612303,"U-P12303","Chenopodium ambrosioides","Dysphania ambrosioides","2",15
"862",612303,"U-P12303","Echium rosulatum","Echium rosulatum","+",1
"863",612303,"U-P12303","Epilobium parviflorum","Epilobium parviflorum","+",1
"864",612303,"U-P12303","Conyza canadensis","Erigeron canadensis","+",1
"865",612303,"U-P12303","Galinsoga ciliata","Galinsoga quadriradiata","+",1
"866",612303,"U-P12303","Apium nodiflorum","Helosciadium nodiflorum","1",5
"867",612303,"U-P12303","Hypericum undulatum","Hypericum undulatum","y",0.1
"868",612303,"U-P12303","Leersia oryzoides","Leersia oryzoides","1",5
"869",612303,"U-P12303","Lotus pedunculatus","Lotus pedunculatus","+",1
"870",612303,"U-P12303","Lycopus europaeus","Lycopus europaeus","2",15
"871",612303,"U-P12303","Lythrum salicaria","Lythrum salicaria","2",15
"872",612303,"U-P12303","Mentha aquatica","Mentha aquatica","+",1
"873",612303,"U-P12303","Mentha pulegium","Mentha pulegium","1",5
"874",612303,"U-P12303","Mentha suaveolens","Mentha suaveolens","1",5
"875",612303,"U-P12303","Persicaria hydropiper","Persicaria hydropiper","3",37.5
"876",612303,"U-P12303","Phalaris arundinacea","Phalaroides arundinacea","+",1
"877",612303,"U-P12303","Plantago major","Plantago major","+",1
"878",612303,"U-P12303","Polypogon viridis","Polypogon viridis","+",1
"879",612303,"U-P12303","Rumex obtusifolius","Rumex obtusifolius","+",1
"880",612303,"U-P12303","Salix salviifolia","Salix salviifolia","1",5
"881",612303,"U-P12303","Scrophularia balbisii","Scrophularia auriculata","+",1
"882",612303,"U-P12303","Setaria pumila","Setaria pumila","2",15
"883",612303,"U-P12303","Solanum sublobatum","Solanum chenopodioides","+",1
"884",612303,"U-P12303","Aster squamatus","Symphyotrichum squamatum","+",1
"885",612303,"U-P12303","Vitis vinifera","Vitis vinifera","+",1
"886",612303,"U-P12303","Xanthium italicum","Xanthium orientale","3",37.5
"887",612304,"U-P12304","Bidens frondosa","Bidens frondosus","4",62.5
"888",612304,"U-P12304","Cyperus eragrostis","Cyperus eragrostis","2",15
"889",612304,"U-P12304","Chenopodium ambrosioides","Dysphania ambrosioides","1",5
"890",612304,"U-P12304","Echium rosulatum","Echium rosulatum","y",0.1
"891",612304,"U-P12304","Conyza canadensis","Erigeron canadensis","+",1
"892",612304,"U-P12304","Galium palustre","Galium palustre","+",1
"893",612304,"U-P12304","Apium nodiflorum","Helosciadium nodiflorum","1",5
"894",612304,"U-P12304","Leersia oryzoides","Leersia oryzoides","1",5
"895",612304,"U-P12304","Lythrum salicaria","Lythrum salicaria","+",1
"896",612304,"U-P12304","Persicaria hydropiper","Persicaria hydropiper","2",15
"897",612304,"U-P12304","Persicaria lapathifolia","Persicaria lapathifolia","y",0.1
"898",612304,"U-P12304","Phalaris arundinacea","Phalaroides arundinacea","1",5
"899",612304,"U-P12304","Rorippa palustris","Rorippa palustris","1",5
"900",612304,"U-P12304","Setaria faberi","Setaria faberi","+",1
"901",612304,"U-P12304","Setaria parviflora","Setaria parviflora","+",1
"902",612304,"U-P12304","Solanum sublobatum","Solanum chenopodioides","+",1
"903",612304,"U-P12304","Aster squamatus","Symphyotrichum squamatum","+",1
"904",612304,"U-P12304","Veronica beccabunga","Veronica beccabunga","+",1
"905",612304,"U-P12304","Xanthium italicum","Xanthium orientale","3",37.5
"906",612305,"U-P12305","Bidens frondosa","Bidens frondosus","3",37.5
"907",612305,"U-P12305","Chamaemelum mixtum","Cladanthus mixtus","+",1
"908",612305,"U-P12305","Cyperus eragrostis","Cyperus eragrostis","1",5
"909",612305,"U-P12305","Chenopodium ambrosioides","Dysphania ambrosioides","3",37.5
"910",612305,"U-P12305","Epilobium tetragonum","Epilobium tetragonum","1",5
"911",612305,"U-P12305","Conyza canadensis","Erigeron canadensis","+",1
"912",612305,"U-P12305","Galinsoga ciliata","Galinsoga quadriradiata","1",5
"913",612305,"U-P12305","Apium nodiflorum","Helosciadium nodiflorum","1",5
"914",612305,"U-P12305","Lycopus europaeus","Lycopus europaeus","1",5
"915",612305,"U-P12305","Lythrum salicaria","Lythrum salicaria","3",37.5
"916",612305,"U-P12305","Mentha aquatica","Mentha aquatica","+",1
"917",612305,"U-P12305","Mentha pulegium","Mentha pulegium","1",5
"918",612305,"U-P12305","Panicum dichotomiflorum","Panicum dichotomiflorum","y",0.1
"919",612305,"U-P12305","Persicaria hydropiper","Persicaria hydropiper","4",62.5
"920",612305,"U-P12305","Persicaria lapathifolia","Persicaria lapathifolia","y",0.1
"921",612305,"U-P12305","Phalaris arundinacea","Phalaroides arundinacea","3",37.5
"922",612305,"U-P12305","Plantago lanceolata","Plantago lanceolata","+",1
"923",612305,"U-P12305","Plantago major","Plantago major","1",5
"924",612305,"U-P12305","Salix salviifolia","Salix salviifolia","+",1
"925",612305,"U-P12305","Setaria faberi","Setaria faberi","+",1
"926",612305,"U-P12305","Setaria parviflora","Setaria parviflora","1",5
"927",612305,"U-P12305","Solanum sublobatum","Solanum chenopodioides","+",1
"928",612305,"U-P12305","Aster lanceolatus","Symphyotrichum lanceolatum","+",1
"929",612305,"U-P12305","Aster squamatus","Symphyotrichum squamatum","3",37.5
"930",612305,"U-P12305","Verbena officinalis","Verbena officinalis","+",1
"931",612305,"U-P12305","Xanthium italicum","Xanthium orientale","1",5
"932",612306,"U-P12306","Agrostis stolonifera","Agrostis stolonifera","1",5
"933",612306,"U-P12306","Amaranthus powellii","Amaranthus powellii","+",1
"934",612306,"U-P12306","Bidens frondosa","Bidens frondosus","5",87.5
"935",612306,"U-P12306","Calystegia sepium","Calystegia sepium","+",1
"936",612306,"U-P12306","Cyperus eragrostis","Cyperus eragrostis","+",1
"937",612306,"U-P12306","Digitaria sanguinalis","Digitaria sanguinalis","1",5
"938",612306,"U-P12306","Chenopodium ambrosioides","Dysphania ambrosioides","1",5
"939",612306,"U-P12306","Epilobium parviflorum","Epilobium parviflorum","+",1
"940",612306,"U-P12306","Apium nodiflorum","Helosciadium nodiflorum","+",1
"941",612306,"U-P12306","Leersia oryzoides","Leersia oryzoides","1",5
"942",612306,"U-P12306","Lycopus europaeus","Lycopus europaeus","1",5
"943",612306,"U-P12306","Lythrum salicaria","Lythrum salicaria","1",5
"944",612306,"U-P12306","Mentha piperita","Mentha x piperita","+",1
"945",612306,"U-P12306","Persicaria hydropiper","Persicaria hydropiper","2",15
"946",612306,"U-P12306","Persicaria lapathifolia","Persicaria lapathifolia","1",5
"947",612306,"U-P12306","Persicaria maculosa","Persicaria maculosa","2",15
"948",612306,"U-P12306","Phalaris arundinacea","Phalaroides arundinacea","+",1
"949",612306,"U-P12306","Phytolacca americana","Phytolacca americana","+",1
"950",612306,"U-P12306","Rumex obtusifolius","Rumex obtusifolius","+",1
"951",612306,"U-P12306","Setaria pumila","Setaria pumila","+",1
"952",612306,"U-P12306","Setaria verticillata var. ambigua","Setaria verticilliformis","+",1
"953",612306,"U-P12306","Solanum sublobatum","Solanum chenopodioides","+",1
"954",612306,"U-P12306","Solanum dulcamara","Solanum dulcamara","+",1
"955",612306,"U-P12306","Xanthium italicum","Xanthium orientale","+",1
"956",612307,"U-P12307","Agrostis stolonifera","Agrostis stolonifera","1",5
"957",612307,"U-P12307","Antinoria agrostidea","Antinoria agrostidea","y",0.1
"958",612307,"U-P12307","Bidens frondosa","Bidens frondosus","3",37.5
"959",612307,"U-P12307","Calystegia sepium","Calystegia sepium","+",1
"960",612307,"U-P12307","Carex elata subsp. reuteriana","Carex reuteriana","1",5
"961",612307,"U-P12307","Cyperus eragrostis","Cyperus eragrostis","2",15
"962",612307,"U-P12307","Equisetum arvense","Equisetum arvense","1",5
"963",612307,"U-P12307","Leersia oryzoides","Leersia oryzoides","1",5
"964",612307,"U-P12307","Lycopus europaeus","Lycopus europaeus","+",1
"965",612307,"U-P12307","Lysimachia vulgaris","Lysimachia vulgaris","+",1
"966",612307,"U-P12307","Lythrum salicaria","Lythrum salicaria","2",15
"967",612307,"U-P12307","Mentha suaveolens","Mentha suaveolens","+",1
"968",612307,"U-P12307","Mentha piperita","Mentha x piperita","+",1
"969",612307,"U-P12307","Persicaria hydropiper","Persicaria hydropiper","4",62.5
"970",612307,"U-P12307","Persicaria maculosa","Persicaria maculosa","+",1
"971",612307,"U-P12307","Phalaris arundinacea","Phalaroides arundinacea","1",5
"972",612307,"U-P12307","Plantago major","Plantago major","+",1
"973",612307,"U-P12307","Rumex conglomeratus","Rumex conglomeratus","1",5
"974",612307,"U-P12307","Salix salviifolia","Salix salviifolia","y",0.1
"975",612307,"U-P12307","Setaria pumila","Setaria pumila","y",0.1
"976",612307,"U-P12307","Solanum dulcamara","Solanum dulcamara","+",1
"977",612307,"U-P12307","Veronica beccabunga","Veronica beccabunga","+",1
"978",612307,"U-P12307","Xanthium italicum","Xanthium orientale","y",0.1
"979",612308,"U-P12308","Bidens frondosa","Bidens frondosus","4",62.5
"980",612308,"U-P12308","Cynodon dactylon","Cynodon dactylon","1",5
"981",612308,"U-P12308","Cyperus eragrostis","Cyperus eragrostis","2",15
"982",612308,"U-P12308","Chenopodium ambrosioides","Dysphania ambrosioides","1",5
"983",612308,"U-P12308","Elymus caninus","Elymus caninus","+",1
"984",612308,"U-P12308","Apium nodiflorum","Helosciadium nodiflorum","1",5
"985",612308,"U-P12308","Humulus lupulus","Humulus lupulus","+",1
"986",612308,"U-P12308","Lycopus europaeus","Lycopus europaeus","+",1
"987",612308,"U-P12308","Lythrum salicaria","Lythrum salicaria","3",37.5
"988",612308,"U-P12308","Mentha aquatica","Mentha aquatica","3",37.5
"989",612308,"U-P12308","Oenanthe crocata","Oenanthe crocata","+",1
"990",612308,"U-P12308","Persicaria hydropiper","Persicaria hydropiper","4",62.5
"991",612308,"U-P12308","Phalaris arundinacea","Phalaroides arundinacea","2",15
"992",612308,"U-P12308","Plantago major","Plantago major","+",1
"993",612308,"U-P12308","Rumex obtusifolius","Rumex obtusifolius","1",5
"994",612308,"U-P12308","Salix atrocinerea","Salix cinerea subsp. oleifolia","+",1
"995",612308,"U-P12308","Aster lanceolatus","Symphyotrichum lanceolatum","+",1
"996",612308,"U-P12308","Aster squamatus","Symphyotrichum squamatum","+",1
"997",612309,"U-P12309","Bidens frondosa","Bidens frondosus","2",15
"998",612309,"U-P12309","Cyperus eragrostis","Cyperus eragrostis","2",15
"999",612309,"U-P12309","Cyperus longus","Cyperus longus","1",5
"1000",612309,"U-P12309","Equisetum arvense","Equisetum arvense","1",5
"1001",612309,"U-P12309","Fraxinus angustifolia","Fraxinus angustifolia","+",1
"1002",612309,"U-P12309","Lotus pedunculatus","Lotus pedunculatus","2",15
"1003",612309,"U-P12309","Lythrum salicaria","Lythrum salicaria","2",15
"1004",612309,"U-P12309","Melilotus albus","Melilotus albus","1",5
"1005",612309,"U-P12309","Mentha pulegium","Mentha pulegium","+",1
"1006",612309,"U-P12309","Mentha suaveolens","Mentha suaveolens","1",5
"1007",612309,"U-P12309","Mentha piperita","Mentha x piperita","1",5
"1008",612309,"U-P12309","Persicaria hydropiper","Persicaria hydropiper","4",62.5
"1009",612309,"U-P12309","Phalaris arundinacea","Phalaroides arundinacea","+",1
"1010",612309,"U-P12309","Rumex pulcher","Rumex pulcher","+",1
