"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"1","Q-P09986",196,"Crassulo tillaeae-Saginetum apetalae",209986,"Polycarpion tetraphylli","V35","",NA,1,"2000",-6.827197264,41.74962379,"3 - UTM10x10 + Elevation",840,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"2","Q-P09989",197,"Crassulo tillaeae-Saginetum apetalae",209989,"Polycarpion tetraphylli","V34","",NA,1,"2000",-6.766626048,41.8650886,"3 - UTM10x10 + Elevation",640,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"3","Q-P09991",198,"Crassulo tillaeae-Saginetum apetalae",209991,"Polycarpion tetraphylli","V35","",NA,2,"2000",-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",620,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"4","Q-P09995",200,"Crassulo tillaeae-Saginetum apetalae",209995,"Polycarpion tetraphylli","V34","",NA,4,"2000",-6.613956586,41.93483594,"1 - UTM1x1 + Elevation",770,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"5","Q-P09999",204,"Comunidad de Spergularia purpurea y Plantago coronopus",209999,"Polycarpion tetraphylli","V","",NA,1,"2000",-6.736622917,41.88768148,"3 - UTM10x10 + Elevation",640,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"6","Q-P10001",205,"Comunidad de Spergularia purpurea y Plantago coronopus",210001,"Polycarpion tetraphylli","V32","",NA,1,"2000",-6.604765258,41.81445954,"3 - UTM10x10 + Elevation",780,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"7","Q-P10002",206,"Comunidad de Spergularia purpurea y Plantago coronopus",210002,"Polycarpion tetraphylli","V","",NA,1,"2000",-6.891229027,41.77448393,"3 - UTM10x10 + Elevation",800,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"8","Q-P10003",207,"Comunidad de Spergularia purpurea y Plantago coronopus",210003,"Polycarpion tetraphylli","V35","",NA,1,"2000",-6.75941207,41.86532531,"3 - UTM10x10 + Elevation",670,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"9","Q-P10004",208,"Comunidad de Spergularia purpurea y Plantago coronopus",210004,"Polycarpion tetraphylli","V32","",NA,1,"2000",-6.929148103,41.88304723,"3 - UTM10x10 + Elevation",680,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"10","Q-P11857",309,"Comunidade de Plantago coronopus e Catapodium marinum",211857,"Polycarpion tetraphylli","V34","",NA,NA,"2003",-8.808796947,41.86186237,"4 - UTM10x10 + Centroid",92,"Saginion maritimae","Saginetea maritimae",0,"Polygono-Poetea annuae"
"11","R-P22300",567,"Polygono arenastri-Matricarietum matricarioidis",322300,"Polycarpion tetraphylli","V35","",NA,2,"1999",-8.110178932,41.85627969,"1 - UTM1x1 + Elevation",390,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"12","R-P22313",577,"Crassulo tillaeae-Saginetum apetalae",322313,"Polycarpion tetraphylli","V34","",NA,1,"1999",-8.052735922,41.92184909,"2 - UTM1x1 + Centroid",810,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"13","R-P22314",578,"Crassulo tillaeae-Saginetum apetalae",322314,"Polycarpion tetraphylli","V34","",NA,1,"1999",-8.202905451,41.90072054,"1 - UTM1x1 + Elevation",570,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"14","R-P24607",700,"Crassulo tillaeae-Saginetum apetalae",1896,"Polycarpion tetraphylli","C35b","",NA,5,"2012",-6.811756281,42.418271,"1 - UTM1x1 + Elevation",452,"Polycarpion tetraphylli","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"15","R-P24608",701,"Crassulo tillaeae-Saginetum apetalae",1897,"Polycarpion tetraphylli","R1R","S",3,1,"2012",-6.620773945,42.3938561,"1 - UTM1x1 + Elevation",1026,"Polycarpion tetraphylli","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"16","R-P24610",702,"Crassulo tillaeae-Saginetum apetalae",1899,"Polycarpion tetraphylli","C35b","S",3,5,"2012",-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",439,"Polycarpion tetraphylli","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"17","R-P24613",703,"Crassulo tillaeae-Saginetum apetalae",324613,"Polycarpion tetraphylli","V35","",NA,1,"2012",-6.78970925,42.41540135,"1 - UTM1x1 + Elevation",395,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"18","S-P17977",1105,"Bryo argentei-Saginetum procumbentis",1958,"Polycarpion tetraphylli","V35","",NA,2,"1982",-2.623875168,43.16728638,"2 - UTM1x1 + Centroid",180,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"19","S-P19594",1139,"Spergulario rupicolae-Sedetum anglici",419594,"Polycarpion tetraphylli","V35","",0,4,"2008",-6.238629166,43.59197142,"2 - UTM1x1 + Centroid",78,"Sedion anglici","Sedo-Scleranthetea",0,"Polygono-Poetea annuae"
"20","T-P02916",1306,"Sagina maritimae-Catapodietum maritimae",502916,"Polycarpion tetraphylli","V34","N",NA,3,"1986",-3.12364361,43.31731593,"3 - UTM10x10 + Elevation",10,"Unknown",NA,0,"Polygono-Poetea annuae"
"21","T-P02917",1307,"Sagina maritimae-Catapodietum maritimae",502917,"Polycarpion tetraphylli","V34","NW",NA,2,"1986",-3.123658218,43.32451958,"3 - UTM10x10 + Elevation",10,"Unknown",NA,0,"Polygono-Poetea annuae"
"22","T-P02918",1308,"Sagina maritimae-Catapodietum maritimae",502918,"Polycarpion tetraphylli","V34","NE",NA,4,"1986",-3.153327174,43.35149732,"3 - UTM10x10 + Elevation",20,"Unknown",NA,0,"Polygono-Poetea annuae"
"23","T-P05138",1432,"Poo annuae-Spergularietum salinae",505138,"Polycarpion tetraphylli","V35","",NA,2,"1995",-3.425452985,43.44625591,"3 - UTM10x10 + Elevation",6,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"24","T-P07890",1627,"Junco compressi-Caricetum divisae",507890,"Polycarpion tetraphylli","R36","",NA,20,"1999",-1.949302744,42.75965418,"3 - UTM10x10 + Elevation",480,"Trifolion maritimi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"25","T-P15249",1946,"Poo annuae-Spergularietum salinae",515249,"Polycarpion tetraphylli","V35","",NA,1,"1988",-1.946976419,43.2963547,"4 - UTM10x10 + Centroid",66,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"26","T-P15254",1948,"Poo annuae-Spergularietum salinae",515254,"Polycarpion tetraphylli","V35","",NA,1,"1988",-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"27","T-P15255",1949,"Poo annuae-Spergularietum salinae",515255,"Polycarpion tetraphylli","V35","",NA,1,"1988",-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"28","T-P15256",1950,"Poo annuae-Spergularietum salinae",515256,"Polycarpion tetraphylli","V35","",NA,2,"1988",-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"29","T-P15261",1951,"Poo annuae-Spergularietum salinae",515261,"Polycarpion tetraphylli","V35","",NA,1,"1988",-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"30","T-P15262",1952,"Poo annuae-Spergularietum salinae",515262,"Polycarpion tetraphylli","V35","",NA,1,"1988",-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"31","T-P15263",1953,"Poo annuae-Spergularietum salinae",515263,"Polycarpion tetraphylli","V35","",NA,1,"1988",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"32","T-P15265",1955,"Poo annuae-Spergularietum salinae",515265,"Polycarpion tetraphylli","V35","",NA,1,"1988",-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"33","T-P15267",1957,"Crassulo tillaeae-Saginetum apetalae",515267,"Polycarpion tetraphylli","V34","",NA,1,"1988",-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"34","T-P28146",2147,"Sagino-Bryetum argentei",528146,"Polycarpion tetraphylli","V35","",NA,1,"1958",-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"35","T-P36828",2380,"Scrophulario sciophilae-Iberidetum hegelmaieri",536828,"Polycarpion tetraphylli","V35","",NA,6,"1993",-7.467433132,42.51339966,"1 - UTM1x1 + Elevation",320,"Scrophularion sciophilae","Thlaspietea rotundifolii",0,"Polygono-Poetea annuae"
"36","U-P13639",2544,"Sagino maritimae-Catapodietum marinae",613639,"Polycarpion tetraphylli","V35","",NA,1,"1994",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Saginion maritimae","Saginetea maritimae",0,"Polygono-Poetea annuae"
"37","U-P15818",2551,"Polycarpo tetraphylli-Cotuletum australis",615818,"Polycarpion tetraphylli","V","",NA,1,"1990",-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"38","U-P15819",2552,"Polycarpo tetraphylli-Cotuletum australis",615819,"Polycarpion tetraphylli","V34","NW",15,8,"1990",-8.641669023,41.07695061,"3 - UTM10x10 + Elevation",2,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"39","U-P15820",2553,"Polycarpo tetraphylli-Cotuletum australis",615820,"Polycarpion tetraphylli","V","",NA,6,"1990",-8.641669023,41.07695061,"3 - UTM10x10 + Elevation",2,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"40","U-P15821",2554,"Polycarpo tetraphylli-Cotuletum australis",615821,"Polycarpion tetraphylli","V34","",NA,2,"1990",-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"41","U-P15822",2555,"Polycarpo tetraphylli-Cotuletum australis",615822,"Polycarpion tetraphylli","V34","N",15,4,"1990",-8.558109648,42.04967039,"3 - UTM10x10 + Elevation",3,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"42","U-P15844",2556,"Gnaphaliio luteo-albi-Polycarpetum tetraphylli",615844,"Polycarpion tetraphylli","V34","E",20,8,"1990",-8.369754006,41.47529761,"3 - UTM10x10 + Elevation",200,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"43","U-P15845",2557,"Gnaphaliio luteo-albi-Polycarpetum tetraphylli",615845,"Polycarpion tetraphylli","V34","E",20,4,"1990",-8.305358617,41.47829442,"3 - UTM10x10 + Elevation",200,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"44","U-P16371",2558,"Polycarpo tetraphylli-Cotuletum australis",616371,"Polycarpion tetraphylli","V34","",NA,1,"1993",-4.778709145,43.02349469,"4 - UTM10x10 + Centroid",1741,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
